14:10,71.75,KiB,73.07,KiB,144.81,KiB,3.95,kbit/s
14:15,73.41,KiB,84.96,KiB,158.37,KiB,4.32,kbit/s
14:20,69.93,KiB,69.49,KiB,139.42,KiB,3.81,kbit/s
14:25,41.97,KiB,43.89,KiB,85.85,KiB,2.34,kbit/s
14:30,67.61,KiB,67.52,KiB,135.13,KiB,3.69,kbit/s
14:35,43.44,KiB,45.15,KiB,88.59,KiB,2.42,kbit/s
14:40,65.94,KiB,66.48,KiB,132.42,KiB,3.62,kbit/s
14:45,51.54,KiB,53.62,KiB,105.15,KiB,2.87,kbit/s
14:50,67.34,KiB,67.29,KiB,134.63,KiB,3.68,kbit/s
14:55,50.16,KiB,53.22,KiB,103.38,KiB,2.82,kbit/s
15:00,63.91,KiB,65.45,KiB,129.36,KiB,3.53,kbit/s
15:05,46.51,KiB,49.53,KiB,96.05,KiB,2.62,kbit/s
15:10,75.33,KiB,77.96,KiB,153.29,KiB,4.18,kbit/s
15:15,55.86,KiB,64.75,KiB,120.61,KiB,3.29,kbit/s
15:20,81.29,KiB,87.24,KiB,168.54,KiB,4.60,kbit/s
15:25,46.42,KiB,47.90,KiB,94.32,KiB,2.58,kbit/s
15:30,62.44,KiB,63.32,KiB,125.75,KiB,3.43,kbit/s
15:35,45.82,KiB,47.10,KiB,92.91,KiB,2.54,kbit/s
15:40,71.91,KiB,75.35,KiB,147.26,KiB,4.02,kbit/s
15:45,46.87,KiB,47.54,KiB,94.42,KiB,2.58,kbit/s
15:50,69.58,KiB,71.86,KiB,141.44,KiB,3.86,kbit/s
15:55,53.86,KiB,56.15,KiB,110.01,KiB,3.00,kbit/s
16:00,59.98,KiB,62.08,KiB,122.06,KiB,3.33,kbit/s
16:05,45.75,KiB,48.56,KiB,94.31,KiB,2.58,kbit/s
16:10,70.94,KiB,75.22,KiB,146.16,KiB,3.99,kbit/s
16:15,47.30,KiB,49.31,KiB,96.61,KiB,2.64,kbit/s
16:20,66.22,KiB,67.79,KiB,134.00,KiB,3.66,kbit/s
16:25,47.96,KiB,48.51,KiB,96.47,KiB,2.63,kbit/s
16:30,53.07,KiB,53.82,KiB,106.89,KiB,2.92,kbit/s
16:35,57.11,KiB,59.47,KiB,116.58,KiB,3.18,kbit/s
16:40,57.76,KiB,58.40,KiB,116.17,KiB,3.17,kbit/s
16:45,64.53,KiB,61.30,KiB,125.83,KiB,3.44,kbit/s
16:50,60.00,KiB,60.09,KiB,120.09,KiB,3.28,kbit/s
16:55,53.48,KiB,56.61,KiB,110.09,KiB,3.01,kbit/s
17:00,61.17,KiB,63.98,KiB,125.15,KiB,3.42,kbit/s
17:05,56.55,KiB,58.62,KiB,115.17,KiB,3.14,kbit/s
17:10,61.91,KiB,64.37,KiB,126.29,KiB,3.45,kbit/s
17:15,59.81,KiB,61.98,KiB,121.79,KiB,3.33,kbit/s
17:20,55.25,KiB,56.29,KiB,111.55,KiB,3.05,kbit/s
17:25,58.01,KiB,59.30,KiB,117.30,KiB,3.20,kbit/s
17:30,55.20,KiB,55.77,KiB,110.97,KiB,3.03,kbit/s
17:35,53.69,KiB,55.11,KiB,108.79,KiB,2.97,kbit/s
17:40,60.30,KiB,62.54,KiB,122.84,KiB,3.35,kbit/s
17:45,58.79,KiB,60.12,KiB,118.91,KiB,3.25,kbit/s
17:50,56.81,KiB,58.22,KiB,115.03,KiB,3.14,kbit/s
17:55,58.07,KiB,59.46,KiB,117.53,KiB,3.21,kbit/s
18:00,62.66,KiB,65.18,KiB,127.84,KiB,3.49,kbit/s
18:05,47.44,KiB,50.34,KiB,97.78,KiB,2.67,kbit/s
18:10,67.80,KiB,70.39,KiB,138.19,KiB,3.77,kbit/s
18:15,55.82,KiB,57.07,KiB,112.89,KiB,3.08,kbit/s
18:20,61.37,KiB,62.80,KiB,124.17,KiB,3.39,kbit/s
18:25,56.46,KiB,57.46,KiB,113.93,KiB,3.11,kbit/s
18:30,52.10,KiB,54.00,KiB,106.11,KiB,2.90,kbit/s
18:35,58.98,KiB,61.16,KiB,120.14,KiB,3.28,kbit/s
18:40,55.97,KiB,58.12,KiB,114.09,KiB,3.12,kbit/s
18:45,55.03,KiB,56.42,KiB,111.45,KiB,3.04,kbit/s
18:50,58.79,KiB,59.37,KiB,118.16,KiB,3.23,kbit/s
18:55,57.11,KiB,58.60,KiB,115.71,KiB,3.16,kbit/s
19:00,62.08,KiB,65.42,KiB,127.50,KiB,3.48,kbit/s
19:05,47.97,KiB,50.24,KiB,98.21,KiB,2.68,kbit/s
19:10,64.87,KiB,67.78,KiB,132.65,KiB,3.62,kbit/s
19:15,63.85,KiB,66.56,KiB,130.41,KiB,3.56,kbit/s
19:20,57.50,KiB,58.64,KiB,116.14,KiB,3.17,kbit/s
19:25,59.78,KiB,60.30,KiB,120.08,KiB,3.28,kbit/s
19:30,51.56,KiB,53.58,KiB,105.14,KiB,2.87,kbit/s
19:35,60.55,KiB,62.95,KiB,123.50,KiB,3.37,kbit/s
19:40,59.62,KiB,61.37,KiB,120.99,KiB,3.30,kbit/s
19:45,61.63,KiB,66.94,KiB,128.56,KiB,3.51,kbit/s
19:50,59.00,KiB,60.76,KiB,119.75,KiB,3.27,kbit/s
19:55,60.09,KiB,60.15,KiB,120.24,KiB,3.28,kbit/s
20:00,62.37,KiB,67.53,KiB,129.89,KiB,3.55,kbit/s
20:05,55.06,KiB,55.95,KiB,111.00,KiB,3.03,kbit/s
20:10,66.87,KiB,69.73,KiB,136.60,KiB,3.73,kbit/s
20:15,59.59,KiB,61.77,KiB,121.35,KiB,3.31,kbit/s
20:20,61.65,KiB,63.08,KiB,124.73,KiB,3.40,kbit/s
20:25,61.76,KiB,63.32,KiB,125.08,KiB,3.42,kbit/s
20:30,51.88,KiB,53.33,KiB,105.21,KiB,2.87,kbit/s
20:35,57.96,KiB,59.87,KiB,117.82,KiB,3.22,kbit/s
20:40,57.30,KiB,61.69,KiB,118.99,KiB,3.25,kbit/s
20:45,57.48,KiB,59.05,KiB,116.53,KiB,3.18,kbit/s
20:50,52.10,KiB,53.36,KiB,105.46,KiB,2.88,kbit/s
